Estado,Período,Sorotipo,Casos,Ano
Rio de Janeiro,2011-02,3.0,4,2011-06
Tocantins,2011-02,Sem informacao,2052,2011-06
Tocantins,2011-02,1.0,18,2011-06
Alagoas,2011-02,Sem informacao,1184,2011-06
Mato Grosso do Sul,2011-02,1.0,7,2011-06
Mato Grosso do Sul,2011-02,Sem informacao,2626,2011-06
Espírito Santo,2011-02,4.0,2,2011-06
Espírito Santo,2011-02,2.0,5,2011-06
Espírito Santo,2011-02,Sem informacao,6167,2011-06
Goiás,2011-02,Sem informacao,6173,2011-06
Espírito Santo,2011-02,1.0,35,2011-06
Rio de Janeiro,2011-02,1.0,34,2011-06
Ceará,2011-02,4.0,2,2011-06
Acre,2011-02,1.0,3,2011-06
Ceará,2011-02,1.0,41,2011-06
Ceará,2011-02,2.0,3,2011-06
Ceará,2011-02,3.0,1,2011-06
Acre,2011-02,Sem informacao,7610,2011-06
Minas Gerais,2011-02,1.0,21,2011-06
Goiás,2011-02,1.0,49,2011-06
Rio de Janeiro,2011-02,2.0,9,2011-06
Rondônia,2011-02,Sem informacao,1060,2011-06
Rondônia,2011-02,1.0,2,2011-06
São Paulo,2011-03,2.0,4,2011-06
São Paulo,2011-03,1.0,120,2011-06
Distrito Federal,2011-03,1.0,1,2011-06
Rio Grande do Norte,2011-03,1.0,31,2011-06
Pernambuco,2011-03,2.0,3,2011-06
Rio Grande do Norte,2011-03,Sem informacao,5415,2011-06
Pernambuco,2011-03,Sem informacao,5965,2011-06
Distrito Federal,2011-03,Sem informacao,1164,2011-06
Maranhão,2011-03,Sem informacao,2060,2011-06
Maranhão,2011-03,1.0,8,2011-06
Santa Catarina,2011-03,Sem informacao,98,2011-06
Santa Catarina,2011-03,4.0,1,2011-06
Santa Catarina,2011-03,1.0,2,2011-06
Rio Grande do Norte,2011-03,2.0,1,2011-06
Espírito Santo,2011-03,1.0,99,2011-06
Amapá,2011-03,1.0,1,2011-06
Espírito Santo,2011-03,4.0,1,2011-06
Amazonas,2011-03,1.0,23,2011-06
Acre,2011-03,1.0,2,2011-06
Acre,2011-03,Sem informacao,5648,2011-06
Rondônia,2011-03,1.0,6,2011-06
Rondônia,2011-03,Sem informacao,1129,2011-06
Sergipe,2011-03,1.0,3,2011-06
Sergipe,2011-03,Sem informacao,737,2011-06
Amazonas,2011-03,4.0,32,2011-06
Amazonas,2011-03,Sem informacao,21775,2011-06
Goiás,2011-03,1.0,30,2011-06
Espírito Santo,2011-03,2.0,4,2011-06
Goiás,2011-03,4.0,2,2011-06
Paraíba,2011-03,1.0,26,2011-06
Paraíba,2011-03,3.0,1,2011-06
Paraíba,2011-03,4.0,4,2011-06
Paraíba,2011-03,Sem informacao,3595,2011-06
Amapá,2011-03,Sem informacao,853,2011-06
Amapá,2011-03,4.0,1,2011-06
São Paulo,2011-03,4.0,4,2011-06
Espírito Santo,2011-03,Sem informacao,8852,2011-06
Rio Grande do Sul,2011-03,1.0,8,2011-06
Rio Grande do Sul,2011-03,Sem informacao,323,2011-06
Goiás,2011-03,Sem informacao,6462,2011-06
São Paulo,2011-03,Sem informacao,42184,2011-06
Pernambuco,2011-03,1.0,12,2011-06
Mato Grosso do Sul,2011-03,1.0,49,2011-06
Rio de Janeiro,2011-03,4.0,4,2011-06
Rio de Janeiro,2011-03,3.0,4,2011-06
Rio de Janeiro,2011-03,2.0,10,2011-06
Rio de Janeiro,2011-03,1.0,80,2011-06
Tocantins,2011-03,Sem informacao,2842,2011-06
Mato Grosso do Sul,2011-03,Sem informacao,3187,2011-06
Tocantins,2011-03,1.0,7,2011-06
Amazonas,2011-03,2.0,27,2011-06
Bahia,2011-03,1.0,60,2011-06
Bahia,2011-03,2.0,2,2011-06
Bahia,2011-03,4.0,5,2011-06
Rio de Janeiro,2011-03,Sem informacao,33273,2011-06
Bahia,2011-03,Sem informacao,9465,2011-06
Paraná,2011-03,2.0,3,2011-06
Paraná,2011-03,1.0,59,2011-06
Alagoas,2011-03,1.0,3,2011-06
Alagoas,2011-03,Sem informacao,1775,2011-06
Ceará,2011-03,Sem informacao,20201,2011-06
Ceará,2011-03,4.0,1,2011-06
Ceará,2011-03,2.0,1,2011-06
Ceará,2011-03,1.0,63,2011-06
Minas Gerais,2011-03,Sem informacao,11951,2011-06
Minas Gerais,2011-03,4.0,1,2011-06
Minas Gerais,2011-03,1.0,17,2011-06
Paraná,2011-03,Sem informacao,19108,2011-06
Roraima,2011-03,1.0,6,2011-06
Amazonas,2011-03,3.0,15,2011-06
Piauí,2011-03,Sem informacao,2113,2011-06
Piauí,2011-03,1.0,7,2011-06
Piauí,2011-03,4.0,3,2011-06
Piauí,2011-03,2.0,1,2011-06
Pará,2011-03,Sem informacao,5620,2011-06
Roraima,2011-03,Sem informacao,358,2011-06
Pará,2011-03,4.0,2,2011-06
Mato Grosso,2011-03,Sem informacao,1435,2011-06
Pará,2011-03,2.0,6,2011-06
Pará,2011-03,1.0,7,2011-06
Mato Grosso,2011-03,2.0,1,2011-06
Santa Catarina,2011-04,Sem informacao,99,2011-06
Amazonas,2011-04,1.0,6,2011-06
Piauí,2011-04,Sem informacao,2560,2011-06
Pará,2011-04,Sem informacao,3441,2011-06
Pará,2011-04,2.0,3,2011-06
Bahia,2011-04,4.0,8,2011-06
Bahia,2011-04,Sem informacao,11040,2011-06
Ceará,2011-04,3.0,1,2011-06
Rondônia,2011-04,Sem informacao,825,2011-06
Rondônia,2011-04,1.0,2,2011-06
Piauí,2011-04,4.0,1,2011-06
Ceará,2011-04,1.0,63,2011-06
Pernambuco,2011-04,2.0,2,2011-06
Pernambuco,2011-04,1.0,16,2011-06
Pará,2011-04,1.0,5,2011-06
Ceará,2011-04,Sem informacao,23054,2011-06
Bahia,2011-04,2.0,5,2011-06
Amazonas,2011-04,4.0,2,2011-06
Piauí,2011-04,1.0,9,2011-06
Amazonas,2011-04,3.0,2,2011-06
Amazonas,2011-04,2.0,5,2011-06
Rio de Janeiro,2011-04,1.0,84,2011-06
Rio de Janeiro,2011-04,2.0,23,2011-06
Rio de Janeiro,2011-04,4.0,7,2011-06
Roraima,2011-04,Sem informacao,245,2011-06
Rio de Janeiro,2011-04,Sem informacao,55554,2011-06
Espírito Santo,2011-04,2.0,20,2011-06
Espírito Santo,2011-04,Sem informacao,9325,2011-06
Maranhão,2011-04,Sem informacao,1528,2011-06
Maranhão,2011-04,1.0,15,2011-06
Pernambuco,2011-04,4.0,2,2011-06
Pernambuco,2011-04,Sem informacao,5971,2011-06
Goiás,2011-04,Sem informacao,7204,2011-06
Goiás,2011-04,1.0,25,2011-06
Paraíba,2011-04,Sem informacao,3400,2011-06
Paraíba,2011-04,4.0,1,2011-06
Paraíba,2011-04,1.0,18,2011-06
Amazonas,2011-04,Sem informacao,6315,2011-06
Bahia,2011-04,1.0,68,2011-06
Espírito Santo,2011-04,1.0,141,2011-06
Pará,2011-04,4.0,3,2011-06
Sergipe,2011-04,Sem informacao,841,2011-06
Rio Grande do Norte,2011-04,4.0,7,2011-06
Rio Grande do Norte,2011-04,Sem informacao,6007,2011-06
São Paulo,2011-04,1.0,320,2011-06
São Paulo,2011-04,2.0,5,2011-06
São Paulo,2011-04,3.0,1,2011-06
São Paulo,2011-04,4.0,8,2011-06
São Paulo,2011-04,Sem informacao,58775,2011-06
Mato Grosso,2011-04,4.0,1,2011-06
Mato Grosso,2011-04,Sem informacao,1066,2011-06
Paraná,2011-04,Sem informacao,12109,2011-06
Paraná,2011-04,2.0,7,2011-06
Sergipe,2011-04,1.0,5,2011-06
Minas Gerais,2011-04,Sem informacao,12375,2011-06
Minas Gerais,2011-04,2.0,1,2011-06
Minas Gerais,2011-04,1.0,45,2011-06
Alagoas,2011-04,Sem informacao,1587,2011-06
Alagoas,2011-04,2.0,1,2011-06
Alagoas,2011-04,1.0,3,2011-06
Tocantins,2011-04,1.0,7,2011-06
Tocantins,2011-04,2.0,5,2011-06
Tocantins,2011-04,Sem informacao,2762,2011-06
Distrito Federal,2011-04,Sem informacao,1161,2011-06
Rio Grande do Sul,2011-04,Sem informacao,391,2011-06
Rio Grande do Sul,2011-04,2.0,1,2011-06
Rio Grande do Sul,2011-04,1.0,9,2011-06
Mato Grosso do Sul,2011-04,1.0,83,2011-06
Mato Grosso do Sul,2011-04,Sem informacao,2871,2011-06
Acre,2011-04,Sem informacao,3718,2011-06
Acre,2011-04,1.0,3,2011-06
Rio Grande do Norte,2011-04,2.0,3,2011-06
Rio Grande do Norte,2011-04,1.0,18,2011-06
Paraná,2011-04,1.0,51,2011-06
Amapá,2011-04,Sem informacao,584,2011-06
Amazonas,2011-05,4.0,2,2011-06
Paraíba,2011-05,1.0,18,2011-06
Paraíba,2011-05,Sem informacao,2607,2011-06
Minas Gerais,2011-05,1.0,12,2011-06
Minas Gerais,2011-05,Sem informacao,10892,2011-06
Ceará,2011-05,1.0,10,2011-06
Ceará,2011-05,2.0,2,2011-06
Ceará,2011-05,Sem informacao,14089,2011-06
Amazonas,2011-05,1.0,1,2011-06
Bahia,2011-05,Sem informacao,9073,2011-06
Bahia,2011-05,4.0,19,2011-06
Bahia,2011-05,3.0,1,2011-06
Bahia,2011-05,2.0,8,2011-06
Paraná,2011-05,1.0,16,2011-06
Paraná,2011-05,Sem informacao,5395,2011-06
Mato Grosso,2011-05,Sem informacao,484,2011-06
Pará,2011-05,Sem informacao,1858,2011-06
Pará,2011-05,4.0,1,2011-06
São Paulo,2011-05,Sem informacao,48168,2011-06
Piauí,2011-05,1.0,4,2011-06
Piauí,2011-05,Sem informacao,2531,2011-06
Pará,2011-05,1.0,3,2011-06
São Paulo,2011-05,4.0,6,2011-06
São Paulo,2011-05,3.0,2,2011-06
Bahia,2011-05,1.0,30,2011-06
Alagoas,2011-05,Sem informacao,1368,2011-06
Amapá,2011-05,Sem informacao,330,2011-06
Tocantins,2011-05,1.0,2,2011-06
Sergipe,2011-05,1.0,3,2011-06
Sergipe,2011-05,Sem informacao,918,2011-06
Acre,2011-05,1.0,8,2011-06
Acre,2011-05,Sem informacao,1178,2011-06
Rondônia,2011-05,Sem informacao,384,2011-06
Goiás,2011-05,1.0,18,2011-06
Goiás,2011-05,2.0,1,2011-06
Goiás,2011-05,Sem informacao,5714,2011-06
Pernambuco,2011-05,Sem informacao,5277,2011-06
Pernambuco,2011-05,3.0,1,2011-06
Pernambuco,2011-05,2.0,4,2011-06
Pernambuco,2011-05,1.0,2,2011-06
Espírito Santo,2011-05,Sem informacao,10559,2011-06
Espírito Santo,2011-05,2.0,13,2011-06
Espírito Santo,2011-05,1.0,147,2011-06
Mato Grosso do Sul,2011-05,Sem informacao,1629,2011-06
Mato Grosso do Sul,2011-05,1.0,12,2011-06
Rio Grande do Sul,2011-05,1.0,4,2011-06
Distrito Federal,2011-05,1.0,1,2011-06
Distrito Federal,2011-05,Sem informacao,1069,2011-06
Rio Grande do Sul,2011-05,Sem informacao,220,2011-06
Rio de Janeiro,2011-05,Sem informacao,44236,2011-06
Rio de Janeiro,2011-05,2.0,9,2011-06
Rio de Janeiro,2011-05,1.0,70,2011-06
Tocantins,2011-05,Sem informacao,3400,2011-06
São Paulo,2011-05,2.0,7,2011-06
São Paulo,2011-05,1.0,266,2011-06
Amazonas,2011-05,2.0,1,2011-06
Rio Grande do Norte,2011-05,Sem informacao,5184,2011-06
Amazonas,2011-05,Sem informacao,2519,2011-06
Maranhão,2011-05,4.0,2,2011-06
Roraima,2011-05,Sem informacao,218,2011-06
Rio Grande do Norte,2011-05,1.0,16,2011-06
Santa Catarina,2011-05,Sem informacao,76,2011-06
Rio Grande do Norte,2011-05,2.0,6,2011-06
Rio Grande do Norte,2011-05,4.0,1,2011-06
Maranhão,2011-05,Sem informacao,1539,2011-06
Maranhão,2011-05,1.0,4,2011-06
Amazonas,2011-06,2.0,8,2011-06
Ceará,2011-06,Sem informacao,5096,2011-06
Rondônia,2011-06,Sem informacao,129,2011-06
Amazonas,2011-06,Sem informacao,1449,2011-06
Goiás,2011-06,2.0,1,2011-06
Goiás,2011-06,1.0,7,2011-06
Distrito Federal,2011-06,Sem informacao,466,2011-06
Mato Grosso,2011-06,Sem informacao,416,2011-06
Alagoas,2011-06,Sem informacao,994,2011-06
Rio Grande do Sul,2011-06,Sem informacao,48,2011-06
Bahia,2011-06,Sem informacao,5056,2011-06
Minas Gerais,2011-06,1.0,6,2011-06
Paraná,2011-06,1.0,2,2011-06
Mato Grosso do Sul,2011-06,1.0,2,2011-06
Espírito Santo,2011-06,Sem informacao,5410,2011-06
Minas Gerais,2011-06,Sem informacao,3512,2011-06
Paraíba,2011-06,Sem informacao,1751,2011-06
Paraíba,2011-06,1.0,6,2011-06
Espírito Santo,2011-06,2.0,3,2011-06
Espírito Santo,2011-06,1.0,55,2011-06
Santa Catarina,2011-06,Sem informacao,38,2011-06
Rio Grande do Norte,2011-06,1.0,16,2011-06
Ceará,2011-06,1.0,6,2011-06
Rio Grande do Norte,2011-06,Sem informacao,3472,2011-06
Bahia,2011-06,1.0,23,2011-06
Paraná,2011-06,Sem informacao,1259,2011-06
Mato Grosso do Sul,2011-06,Sem informacao,559,2011-06
Bahia,2011-06,4.0,19,2011-06
Acre,2011-06,Sem informacao,392,2011-06
Rio de Janeiro,2011-06,Sem informacao,15609,2011-06
Rio de Janeiro,2011-06,2.0,2,2011-06
Rio de Janeiro,2011-06,1.0,5,2011-06
Sergipe,2011-06,Sem informacao,698,2011-06
Pernambuco,2011-06,Sem informacao,3794,2011-06
Sergipe,2011-06,1.0,3,2011-06
Piauí,2011-06,Sem informacao,1709,2011-06
Piauí,2011-06,1.0,3,2011-06
Roraima,2011-06,Sem informacao,279,2011-06
Maranhão,2011-06,1.0,2,2011-06
São Paulo,2011-06,1.0,58,2011-06
São Paulo,2011-06,2.0,1,2011-06
São Paulo,2011-06,4.0,1,2011-06
São Paulo,2011-06,Sem informacao,12321,2011-06
Tocantins,2011-06,Sem informacao,2432,2011-06
Tocantins,2011-06,1.0,1,2011-06
Pernambuco,2011-06,2.0,2,2011-06
Goiás,2011-06,Sem informacao,2602,2011-06
Pernambuco,2011-06,1.0,5,2011-06
Pará,2011-06,Sem informacao,997,2011-06
Maranhão,2011-06,Sem informacao,1487,2011-06
Amapá,2011-06,Sem informacao,173,2011-06
Rio Grande do Norte,2011-06,4.0,1,2011-06
Amazonas,2011-06,1.0,1,2011-06
Bahia,2011-06,2.0,7,2011-06
Amazonas,2011-06,4.0,2,2011-06
Alagoas,2011-06,1.0,1,2011-06
Ceará,2011-07,1.0,1,2011-06
Minas Gerais,2011-07,1.0,2,2011-06
Ceará,2011-07,Sem informacao,2025,2011-06
Rio Grande do Norte,2011-07,1.0,6,2011-06
Alagoas,2011-07,Sem informacao,679,2011-06
Goiás,2011-07,Sem informacao,1399,2011-06
Amazonas,2011-07,1.0,1,2011-06
Minas Gerais,2011-07,Sem informacao,1478,2011-06
Distrito Federal,2011-07,1.0,1,2011-06
Amazonas,2011-07,Sem informacao,781,2011-06
Amapá,2011-07,Sem informacao,70,2011-06
Distrito Federal,2011-07,Sem informacao,248,2011-06
Tocantins,2011-07,Sem informacao,1258,2011-06
Rio Grande do Sul,2011-07,1.0,1,2011-06
Goiás,2011-07,1.0,3,2011-06
Rio Grande do Sul,2011-07,Sem informacao,14,2011-06
Santa Catarina,2011-07,Sem informacao,36,2011-06
Sergipe,2011-07,Sem informacao,710,2011-06
Rio de Janeiro,2011-07,Sem informacao,5043,2011-06
Sergipe,2011-07,1.0,2,2011-06
Mato Grosso,2011-07,Sem informacao,382,2011-06
Mato Grosso,2011-07,2.0,1,2011-06
Mato Grosso do Sul,2011-07,Sem informacao,271,2011-06
Pernambuco,2011-07,Sem informacao,2603,2011-06
Pernambuco,2011-07,2.0,1,2011-06
Piauí,2011-07,Sem informacao,865,2011-06
Roraima,2011-07,4.0,1,2011-06
Pará,2011-07,Sem informacao,712,2011-06
Piauí,2011-07,1.0,2,2011-06
Roraima,2011-07,Sem informacao,306,2011-06
São Paulo,2011-07,Sem informacao,5262,2011-06
São Paulo,2011-07,4.0,1,2011-06
São Paulo,2011-07,2.0,1,2011-06
São Paulo,2011-07,1.0,7,2011-06
Pará,2011-07,4.0,1,2011-06
Espírito Santo,2011-07,4.0,1,2011-06
Espírito Santo,2011-07,Sem informacao,2527,2011-06
Espírito Santo,2011-07,2.0,1,2011-06
Maranhão,2011-07,1.0,2,2011-06
Bahia,2011-07,Sem informacao,3065,2011-06
Bahia,2011-07,4.0,12,2011-06
Bahia,2011-07,2.0,1,2011-06
Bahia,2011-07,1.0,22,2011-06
Rio de Janeiro,2011-07,1.0,3,2011-06
Acre,2011-07,Sem informacao,234,2011-06
Rio Grande do Norte,2011-07,4.0,3,2011-06
Maranhão,2011-07,Sem informacao,1121,2011-06
Paraíba,2011-07,Sem informacao,871,2011-06
Rondônia,2011-07,Sem informacao,85,2011-06
Paraná,2011-07,Sem informacao,652,2011-06
Espírito Santo,2011-07,1.0,3,2011-06
Rio Grande do Norte,2011-07,Sem informacao,1777,2011-06
Roraima,2011-07,1.0,1,2011-06
Pernambuco,2011-08,3.0,1,2011-06
Pernambuco,2011-08,4.0,1,2011-06
Pernambuco,2011-08,Sem informacao,2276,2011-06
Maranhão,2011-08,1.0,2,2011-06
Distrito Federal,2011-08,Sem informacao,313,2011-06
Goiás,2011-08,Sem informacao,1274,2011-06
Maranhão,2011-08,Sem informacao,1329,2011-06
Maranhão,2011-08,4.0,2,2011-06
Espírito Santo,2011-08,Sem informacao,1654,2011-06
Espírito Santo,2011-08,1.0,1,2011-06
Sergipe,2011-08,Sem informacao,602,2011-06
Rio de Janeiro,2011-08,Sem informacao,2602,2011-06
Bahia,2011-08,1.0,6,2011-06
Ceará,2011-08,1.0,2,2011-06
Tocantins,2011-08,Sem informacao,919,2011-06
Paraná,2011-08,Sem informacao,815,2011-06
Mato Grosso,2011-08,Sem informacao,389,2011-06
Mato Grosso,2011-08,1.0,3,2011-06
Roraima,2011-08,Sem informacao,254,2011-06
Paraíba,2011-08,1.0,4,2011-06
Paraíba,2011-08,4.0,1,2011-06
São Paulo,2011-08,Sem informacao,4883,2011-06
São Paulo,2011-08,4.0,1,2011-06
Pará,2011-08,Sem informacao,866,2011-06
Pará,2011-08,4.0,2,2011-06
Pará,2011-08,1.0,1,2011-06
Roraima,2011-08,4.0,1,2011-06
São Paulo,2011-08,1.0,4,2011-06
Piauí,2011-08,1.0,6,2011-06
Piauí,2011-08,Sem informacao,622,2011-06
Rio Grande do Norte,2011-08,4.0,1,2011-06
Rio Grande do Norte,2011-08,Sem informacao,1016,2011-06
Rio Grande do Sul,2011-08,Sem informacao,25,2011-06
Paraíba,2011-08,Sem informacao,463,2011-06
Paraná,2011-08,4.0,1,2011-06
Rio de Janeiro,2011-08,1.0,5,2011-06
Rondônia,2011-08,Sem informacao,156,2011-06
Acre,2011-08,Sem informacao,163,2011-06
Tocantins,2011-08,1.0,1,2011-06
Amapá,2011-08,Sem informacao,116,2011-06
Amapá,2011-08,2.0,1,2011-06
Amazonas,2011-08,Sem informacao,672,2011-06
Alagoas,2011-08,Sem informacao,704,2011-06
Santa Catarina,2011-08,Sem informacao,41,2011-06
Minas Gerais,2011-08,Sem informacao,1323,2011-06
Ceará,2011-08,Sem informacao,1423,2011-06
Mato Grosso do Sul,2011-08,Sem informacao,310,2011-06
Bahia,2011-08,Sem informacao,2245,2011-06
Bahia,2011-08,4.0,9,2011-06
Rio Grande do Norte,2011-08,1.0,4,2011-06
Mato Grosso do Sul,2011-08,4.0,1,2011-06
Rondônia,2011-09,Sem informacao,133,2011-06
Goiás,2011-09,4.0,2,2011-06
Mato Grosso do Sul,2011-09,1.0,1,2011-06
Maranhão,2011-09,Sem informacao,542,2011-06
Maranhão,2011-09,4.0,2,2011-06
Mato Grosso do Sul,2011-09,Sem informacao,302,2011-06
Acre,2011-09,Sem informacao,156,2011-06
Goiás,2011-09,Sem informacao,1330,2011-06
Paraíba,2011-09,1.0,1,2011-06
Pernambuco,2011-09,1.0,3,2011-06
Paraíba,2011-09,Sem informacao,292,2011-06
Pará,2011-09,1.0,1,2011-06
Pará,2011-09,2.0,1,2011-06
Pará,2011-09,4.0,1,2011-06
Pará,2011-09,Sem informacao,853,2011-06
Mato Grosso,2011-09,Sem informacao,408,2011-06
Paraná,2011-09,Sem informacao,1170,2011-06
Paraná,2011-09,1.0,3,2011-06
Roraima,2011-09,1.0,1,2011-06
Roraima,2011-09,Sem informacao,178,2011-06
São Paulo,2011-09,1.0,10,2011-06
São Paulo,2011-09,4.0,1,2011-06
Bahia,2011-09,1.0,14,2011-06
Bahia,2011-09,2.0,1,2011-06
Bahia,2011-09,4.0,1,2011-06
Bahia,2011-09,Sem informacao,1433,2011-06
São Paulo,2011-09,Sem informacao,6309,2011-06
Minas Gerais,2011-09,Sem informacao,1245,2011-06
Santa Catarina,2011-09,Sem informacao,35,2011-06
Amazonas,2011-09,Sem informacao,457,2011-06
Amazonas,2011-09,1.0,2,2011-06
Alagoas,2011-09,Sem informacao,607,2011-06
Paraíba,2011-09,4.0,1,2011-06
Amapá,2011-09,Sem informacao,94,2011-06
Tocantins,2011-09,Sem informacao,817,2011-06
Sergipe,2011-09,Sem informacao,454,2011-06
Maranhão,2011-09,1.0,1,2011-06
Pernambuco,2011-09,Sem informacao,1662,2011-06
Alagoas,2011-09,2.0,1,2011-06
Distrito Federal,2011-09,Sem informacao,328,2011-06
Rio de Janeiro,2011-09,1.0,3,2011-06
Rio Grande do Sul,2011-09,4.0,1,2011-06
Rio Grande do Sul,2011-09,1.0,2,2011-06
Rio Grande do Norte,2011-09,Sem informacao,511,2011-06
Piauí,2011-09,Sem informacao,433,2011-06
Ceará,2011-09,Sem informacao,946,2011-06
Ceará,2011-09,2.0,1,2011-06
Rio de Janeiro,2011-09,Sem informacao,1843,2011-06
Espírito Santo,2011-09,Sem informacao,883,2011-06
Piauí,2011-09,1.0,5,2011-06
Rio Grande do Sul,2011-09,Sem informacao,15,2011-06
Maranhão,2011-10,Sem informacao,221,2011-06
Rondônia,2011-10,Sem informacao,165,2011-06
Mato Grosso do Sul,2011-10,Sem informacao,514,2011-06
Rio Grande do Norte,2011-10,Sem informacao,557,2011-06
Santa Catarina,2011-10,Sem informacao,41,2011-06
Tocantins,2011-10,4.0,1,2011-06
Amapá,2011-10,Sem informacao,109,2011-06
Bahia,2011-10,Sem informacao,1471,2011-06
Bahia,2011-10,4.0,1,2011-06
Bahia,2011-10,1.0,3,2011-06
Alagoas,2011-10,Sem informacao,596,2011-06
Tocantins,2011-10,Sem informacao,897,2011-06
Roraima,2011-10,Sem informacao,154,2011-06
Roraima,2011-10,4.0,1,2011-06
Minas Gerais,2011-10,Sem informacao,1666,2011-06
Distrito Federal,2011-10,Sem informacao,344,2011-06
Mato Grosso do Sul,2011-10,1.0,1,2011-06
Rio Grande do Sul,2011-10,Sem informacao,32,2011-06
Goiás,2011-10,Sem informacao,2065,2011-06
Goiás,2011-10,4.0,1,2011-06
Piauí,2011-10,Sem informacao,272,2011-06
Paraná,2011-10,Sem informacao,2071,2011-06
Piauí,2011-10,1.0,1,2011-06
Amazonas,2011-10,Sem informacao,399,2011-06
Maranhão,2011-10,1.0,2,2011-06
Pernambuco,2011-10,1.0,2,2011-06
Amazonas,2011-10,1.0,3,2011-06
Mato Grosso,2011-10,Sem informacao,511,2011-06
Paraíba,2011-10,Sem informacao,184,2011-06
Sergipe,2011-10,Sem informacao,408,2011-06
Acre,2011-10,Sem informacao,169,2011-06
Pará,2011-10,4.0,3,2011-06
Pará,2011-10,1.0,2,2011-06
Pernambuco,2011-10,Sem informacao,1715,2011-06
Espírito Santo,2011-10,Sem informacao,1095,2011-06
Mato Grosso,2011-10,1.0,1,2011-06
Amazonas,2011-10,4.0,1,2011-06
Rio de Janeiro,2011-10,Sem informacao,2865,2011-06
Rio de Janeiro,2011-10,1.0,2,2011-06
Pará,2011-10,Sem informacao,835,2011-06
Goiás,2011-10,1.0,1,2011-06
Minas Gerais,2011-10,1.0,2,2011-06
São Paulo,2011-10,1.0,5,2011-06
Ceará,2011-10,Sem informacao,943,2011-06
São Paulo,2011-10,Sem informacao,7962,2011-06
Rio Grande do Norte,2011-11,Sem informacao,644,2011-06
Rondônia,2011-11,Sem informacao,237,2011-06
Alagoas,2011-11,1.0,2,2011-06
Piauí,2011-11,1.0,2,2011-06
Minas Gerais,2011-11,Sem informacao,2536,2011-06
Minas Gerais,2011-11,4.0,1,2011-06
Maranhão,2011-11,Sem informacao,310,2011-06
Maranhão,2011-11,1.0,19,2011-06
Paraíba,2011-11,Sem informacao,178,2011-06
Sergipe,2011-11,1.0,1,2011-06
Sergipe,2011-11,4.0,1,2011-06
Rio Grande do Sul,2011-11,Sem informacao,57,2011-06
Sergipe,2011-11,Sem informacao,400,2011-06
Amazonas,2011-11,Sem informacao,663,2011-06
Alagoas,2011-11,Sem informacao,600,2011-06
Rondônia,2011-11,1.0,1,2011-06
Santa Catarina,2011-11,Sem informacao,39,2011-06
Amapá,2011-11,Sem informacao,95,2011-06
Roraima,2011-11,Sem informacao,159,2011-06
Piauí,2011-11,Sem informacao,405,2011-06
Amazonas,2011-11,1.0,11,2011-06
Pará,2011-11,1.0,10,2011-06
Mato Grosso,2011-11,Sem informacao,968,2011-06
Mato Grosso do Sul,2011-11,Sem informacao,633,2011-06
Rio de Janeiro,2011-11,Sem informacao,3628,2011-06
Ceará,2011-11,Sem informacao,914,2011-06
Ceará,2011-11,1.0,1,2011-06
Rio de Janeiro,2011-11,1.0,3,2011-06
Bahia,2011-11,Sem informacao,1843,2011-06
Bahia,2011-11,4.0,1,2011-06
Bahia,2011-11,2.0,2,2011-06
Bahia,2011-11,1.0,1,2011-06
Espírito Santo,2011-11,1.0,2,2011-06
Acre,2011-11,Sem informacao,323,2011-06
Acre,2011-11,1.0,1,2011-06
Espírito Santo,2011-11,3.0,1,2011-06
Espírito Santo,2011-11,Sem informacao,1827,2011-06
Paraná,2011-11,Sem informacao,3045,2011-06
Pernambuco,2011-11,1.0,17,2011-06
Paraná,2011-11,1.0,1,2011-06
Goiás,2011-11,4.0,1,2011-06
Distrito Federal,2011-11,Sem informacao,310,2011-06
Goiás,2011-11,1.0,5,2011-06
São Paulo,2011-11,Sem informacao,6283,2011-06
Pernambuco,2011-11,Sem informacao,2615,2011-06
Pará,2011-11,2.0,1,2011-06
Tocantins,2011-11,Sem informacao,1352,2011-06
Tocantins,2011-11,1.0,1,2011-06
Goiás,2011-11,Sem informacao,2433,2011-06
Pará,2011-11,4.0,3,2011-06
São Paulo,2011-11,1.0,2,2011-06
Pará,2011-11,Sem informacao,1665,2011-06
Pernambuco,2011-12,4.0,2,2011-06
Maranhão,2011-12,Sem informacao,372,2011-06
Maranhão,2011-12,1.0,6,2011-06
Espírito Santo,2011-12,1.0,1,2011-06
Espírito Santo,2011-12,Sem informacao,2490,2011-06
Amazonas,2011-12,1.0,14,2011-06
Pernambuco,2011-12,1.0,4,2011-06
Amazonas,2011-12,Sem informacao,855,2011-06
Santa Catarina,2011-12,Sem informacao,46,2011-06
Bahia,2011-12,Sem informacao,2622,2011-06
Minas Gerais,2011-12,1.0,3,2011-06
Distrito Federal,2011-12,Sem informacao,322,2011-06
Pará,2011-12,1.0,9,2011-06
Pará,2011-12,4.0,12,2011-06
Pará,2011-12,Sem informacao,2236,2011-06
Tocantins,2011-12,1.0,1,2011-06
Tocantins,2011-12,Sem informacao,1908,2011-06
Goiás,2011-12,1.0,21,2011-06
Piauí,2011-12,1.0,1,2011-06
Piauí,2011-12,4.0,1,2011-06
Alagoas,2011-12,Sem informacao,747,2011-06
Piauí,2011-12,Sem informacao,495,2011-06
Ceará,2011-12,Sem informacao,1121,2011-06
