Região,Período,Sorotipo,Casos,Ano
Sul,2010-08,Sem informacao,1122,2010-06
Sul,2010-08,4.0,2,2010-06
Sudeste,2010-08,4.0,1,2010-06
Sudeste,2010-08,2.0,1,2010-06
Norte,2010-08,1.0,46,2010-06
Norte,2010-08,2.0,15,2010-06
Norte,2010-08,4.0,12,2010-06
Norte,2010-08,Sem informacao,5886,2010-06
Sudeste,2010-08,1.0,31,2010-06
Nordeste,2010-08,1.0,117,2010-06
Nordeste,2010-08,2.0,9,2010-06
Nordeste,2010-08,3.0,2,2010-06
Nordeste,2010-08,4.0,11,2010-06
Centro-oeste,2010-08,Sem informacao,2868,2010-06
Centro-oeste,2010-08,2.0,1,2010-06
Nordeste,2010-08,Sem informacao,20223,2010-06
Nordeste,2010-09,1.0,56,2010-06
Nordeste,2010-09,2.0,4,2010-06
Nordeste,2010-09,4.0,2,2010-06
Nordeste,2010-09,Sem informacao,12951,2010-06
Sudeste,2010-09,1.0,14,2010-06
Sudeste,2010-09,3.0,2,2010-06
Norte,2010-09,4.0,8,2010-06
Sul,2010-09,Sem informacao,1498,2010-06
Sul,2010-09,1.0,1,2010-06
Norte,2010-09,Sem informacao,4751,2010-06
Norte,2010-09,2.0,3,2010-06
Norte,2010-09,1.0,23,2010-06
Sudeste,2010-09,Sem informacao,10521,2010-06
Centro-oeste,2010-09,Sem informacao,3660,2010-06
Centro-oeste,2010-09,1.0,5,2010-06
Norte,2010-10,1.0,19,2010-06
Norte,2010-10,2.0,6,2010-06
Norte,2010-10,4.0,2,2010-06
Centro-oeste,2010-10,1.0,12,2010-06
Centro-oeste,2010-10,2.0,1,2010-06
Nordeste,2010-10,Sem informacao,9702,2010-06
Nordeste,2010-10,4.0,4,2010-06
Nordeste,2010-10,1.0,20,2010-06
Norte,2010-10,Sem informacao,4940,2010-06
Centro-oeste,2010-10,Sem informacao,4283,2010-06
Nordeste,2010-10,2.0,3,2010-06
Sudeste,2010-10,2.0,2,2010-06
Sudeste,2010-10,4.0,3,2010-06
Sudeste,2010-10,Sem informacao,8050,2010-06
Sudeste,2010-10,1.0,7,2010-06
Sul,2010-10,Sem informacao,1308,2010-06
Centro-oeste,2010-11,2.0,1,2010-06
Centro-oeste,2010-11,Sem informacao,5390,2010-06
Norte,2010-11,Sem informacao,9394,2010-06
Norte,2010-11,4.0,4,2010-06
Norte,2010-11,2.0,1,2010-06
Norte,2010-11,1.0,42,2010-06
Sul,2010-11,Sem informacao,1713,2010-06
Centro-oeste,2010-11,1.0,21,2010-06
Sul,2010-11,1.0,7,2010-06
Nordeste,2010-11,2.0,3,2010-06
Nordeste,2010-11,4.0,2,2010-06
Nordeste,2010-11,Sem informacao,10480,2010-06
Sudeste,2010-11,1.0,14,2010-06
Sudeste,2010-11,2.0,1,2010-06
Sudeste,2010-11,3.0,2,2010-06
Nordeste,2010-11,1.0,33,2010-06
Sudeste,2010-11,Sem informacao,11151,2010-06
Centro-oeste,2010-12,1.0,20,2010-06
Centro-oeste,2010-12,2.0,1,2010-06
Nordeste,2010-12,2.0,7,2010-06
Centro-oeste,2010-12,4.0,5,2010-06
Centro-oeste,2010-12,Sem informacao,7917,2010-06
Nordeste,2010-12,1.0,33,2010-06
Sul,2010-12,2.0,1,2010-06
Sul,2010-12,1.0,95,2010-06
Nordeste,2010-12,Sem informacao,12438,2010-06
Sul,2010-12,Sem informacao,3018,2010-06
Sul,2010-12,4.0,3,2010-06
Norte,2010-12,Sem informacao,14654,2010-06
Norte,2010-12,4.0,10,2010-06
Sudeste,2010-12,1.0,26,2010-06
Sudeste,2010-12,3.0,2,2010-06
Sudeste,2010-12,4.0,3,2010-06
Sudeste,2010-12,Sem informacao,17590,2010-06
Norte,2010-12,2.0,2,2010-06
Norte,2010-12,1.0,92,2010-06
Norte,2011-01,4.0,30,2011-06
Norte,2011-01,2.0,29,2011-06
Norte,2011-01,1.0,99,2011-06
Centro-oeste,2011-01,1.0,58,2011-06
Centro-oeste,2011-01,2.0,4,2011-06
Norte,2011-01,3.0,1,2011-06
Sudeste,2011-01,4.0,5,2011-06
Sul,2011-01,1.0,5,2011-06
Sudeste,2011-01,3.0,5,2011-06
Sudeste,2011-01,2.0,6,2011-06
Sudeste,2011-01,1.0,111,2011-06
Nordeste,2011-01,1.0,71,2011-06
Nordeste,2011-01,2.0,3,2011-06
Nordeste,2011-01,4.0,11,2011-06
Nordeste,2011-01,Sem informacao,19382,2011-06
Sudeste,2011-01,Sem informacao,28953,2011-06
Sul,2011-01,Sem informacao,5641,2011-06
Centro-oeste,2011-01,Sem informacao,10298,2011-06
Norte,2011-01,Sem informacao,29395,2011-06
Sul,2011-02,Sem informacao,13488,2011-06
Nordeste,2011-02,4.0,13,2011-06
Nordeste,2011-02,Sem informacao,31880,2011-06
Nordeste,2011-02,1.0,264,2011-06
Norte,2011-02,1.0,106,2011-06
Norte,2011-02,2.0,73,2011-06
Norte,2011-02,3.0,4,2011-06
Norte,2011-02,4.0,30,2011-06
Norte,2011-02,Sem informacao,40753,2011-06
Sudeste,2011-02,2.0,18,2011-06
Sudeste,2011-02,3.0,4,2011-06
Sudeste,2011-02,4.0,4,2011-06
Centro-oeste,2011-02,Sem informacao,11063,2011-06
Centro-oeste,2011-02,1.0,61,2011-06
Sudeste,2011-02,Sem informacao,55513,2011-06
Sudeste,2011-02,1.0,170,2011-06
Nordeste,2011-02,2.0,22,2011-06
Sul,2011-02,1.0,21,2011-06
Nordeste,2011-02,3.0,2,2011-06
Norte,2011-03,Sem informacao,38225,2011-06
Norte,2011-03,2.0,33,2011-06
Norte,2011-03,1.0,52,2011-06
Sudeste,2011-03,Sem informacao,96260,2011-06
Sudeste,2011-03,4.0,10,2011-06
Sudeste,2011-03,3.0,4,2011-06
Sudeste,2011-03,2.0,18,2011-06
Sul,2011-03,Sem informacao,19529,2011-06
Sul,2011-03,4.0,1,2011-06
Sul,2011-03,1.0,69,2011-06
Norte,2011-03,4.0,35,2011-06
Norte,2011-03,3.0,15,2011-06
Nordeste,2011-03,Sem informacao,51326,2011-06
Centro-oeste,2011-03,Sem informacao,12248,2011-06
Centro-oeste,2011-03,4.0,2,2011-06
Centro-oeste,2011-03,2.0,1,2011-06
Centro-oeste,2011-03,1.0,80,2011-06
Nordeste,2011-03,4.0,13,2011-06
Nordeste,2011-03,3.0,1,2011-06
Nordeste,2011-03,2.0,8,2011-06
Nordeste,2011-03,1.0,213,2011-06
Sul,2011-03,2.0,3,2011-06
Sudeste,2011-03,1.0,316,2011-06
Nordeste,2011-04,1.0,215,2011-06
Nordeste,2011-04,4.0,19,2011-06
Nordeste,2011-04,Sem informacao,55988,2011-06
Nordeste,2011-04,2.0,11,2011-06
Nordeste,2011-04,3.0,1,2011-06
Sudeste,2011-04,Sem informacao,136029,2011-06
Sudeste,2011-04,3.0,1,2011-06
Sul,2011-04,Sem informacao,12599,2011-06
Norte,2011-04,Sem informacao,17890,2011-06
Norte,2011-04,4.0,5,2011-06
Norte,2011-04,3.0,2,2011-06
Sul,2011-04,2.0,8,2011-06
Norte,2011-04,1.0,23,2011-06
Norte,2011-04,2.0,13,2011-06
Sudeste,2011-04,1.0,590,2011-06
Sudeste,2011-04,2.0,49,2011-06
Sudeste,2011-04,4.0,15,2011-06
Centro-oeste,2011-04,Sem informacao,12302,2011-06
Centro-oeste,2011-04,4.0,1,2011-06
Centro-oeste,2011-04,1.0,108,2011-06
Sul,2011-04,1.0,60,2011-06
Sul,2011-05,1.0,20,2011-06
Sudeste,2011-05,4.0,6,2011-06
Sudeste,2011-05,3.0,2,2011-06
Sudeste,2011-05,2.0,29,2011-06
Sudeste,2011-05,1.0,495,2011-06
Sudeste,2011-05,Sem informacao,113855,2011-06
Sul,2011-05,Sem informacao,5691,2011-06
Centro-oeste,2011-05,1.0,31,2011-06
Nordeste,2011-05,2.0,20,2011-06
Centro-oeste,2011-05,2.0,1,2011-06
Nordeste,2011-05,1.0,87,2011-06
Norte,2011-05,Sem informacao,9887,2011-06
Norte,2011-05,4.0,3,2011-06
Norte,2011-05,2.0,1,2011-06
Norte,2011-05,1.0,14,2011-06
Nordeste,2011-05,3.0,2,2011-06
Nordeste,2011-05,4.0,22,2011-06
Nordeste,2011-05,Sem informacao,42586,2011-06
Centro-oeste,2011-05,Sem informacao,8896,2011-06
Centro-oeste,2011-06,2.0,1,2011-06
Norte,2011-06,Sem informacao,5851,2011-06
Norte,2011-06,4.0,2,2011-06
Norte,2011-06,2.0,8,2011-06
Norte,2011-06,1.0,2,2011-06
Nordeste,2011-06,1.0,65,2011-06
Sudeste,2011-06,Sem informacao,36852,2011-06
Sudeste,2011-06,4.0,1,2011-06
Sudeste,2011-06,2.0,6,2011-06
Sudeste,2011-06,1.0,124,2011-06
Sul,2011-06,1.0,2,2011-06
Nordeste,2011-06,Sem informacao,24057,2011-06
Nordeste,2011-06,4.0,20,2011-06
Nordeste,2011-06,2.0,9,2011-06
Sul,2011-06,Sem informacao,1345,2011-06
Centro-oeste,2011-06,Sem informacao,4043,2011-06
Centro-oeste,2011-06,1.0,9,2011-06
Norte,2011-07,4.0,2,2011-06
Sul,2011-07,1.0,1,2011-06
Sul,2011-07,Sem informacao,702,2011-06
Norte,2011-07,1.0,2,2011-06
Norte,2011-07,Sem informacao,3446,2011-06
Sudeste,2011-07,Sem informacao,14310,2011-06
Sudeste,2011-07,2.0,2,2011-06
Centro-oeste,2011-07,1.0,4,2011-06
Centro-oeste,2011-07,2.0,1,2011-06
Centro-oeste,2011-07,Sem informacao,2300,2011-06
Nordeste,2011-07,2.0,2,2011-06
Nordeste,2011-07,4.0,15,2011-06
Nordeste,2011-07,Sem informacao,13716,2011-06
Sudeste,2011-07,1.0,15,2011-06
Nordeste,2011-07,1.0,35,2011-06
Sudeste,2011-07,4.0,2,2011-06
Nordeste,2011-08,1.0,24,2011-06
Nordeste,2011-08,3.0,1,2011-06
Nordeste,2011-08,4.0,14,2011-06
Nordeste,2011-08,Sem informacao,10680,2011-06
Norte,2011-08,Sem informacao,3146,2011-06
Norte,2011-08,4.0,3,2011-06
Norte,2011-08,2.0,1,2011-06
Norte,2011-08,1.0,2,2011-06
Sul,2011-08,4.0,1,2011-06
Centro-oeste,2011-08,Sem informacao,2286,2011-06
Sul,2011-08,Sem informacao,881,2011-06
Centro-oeste,2011-08,1.0,3,2011-06
Sudeste,2011-08,Sem informacao,10462,2011-06
Sudeste,2011-08,4.0,1,2011-06
Sudeste,2011-08,1.0,10,2011-06
Centro-oeste,2011-08,4.0,1,2011-06
Sul,2011-09,1.0,5,2011-06
Centro-oeste,2011-09,1.0,1,2011-06
Centro-oeste,2011-09,4.0,2,2011-06
Centro-oeste,2011-09,Sem informacao,2368,2011-06
Nordeste,2011-09,2.0,3,2011-06
Sul,2011-09,4.0,1,2011-06
Nordeste,2011-09,4.0,4,2011-06
Nordeste,2011-09,Sem informacao,6880,2011-06
Sudeste,2011-09,1.0,13,2011-06
Sudeste,2011-09,Sem informacao,10280,2011-06
Nordeste,2011-09,1.0,24,2011-06
Sul,2011-09,Sem informacao,1220,2011-06
Sudeste,2011-09,4.0,1,2011-06
Norte,2011-09,Sem informacao,2688,2011-06
Norte,2011-09,4.0,1,2011-06
Norte,2011-09,1.0,4,2011-06
Norte,2011-09,2.0,1,2011-06
Norte,2011-10,4.0,6,2011-06
Norte,2011-10,1.0,5,2011-06
Nordeste,2011-10,1.0,8,2011-06
Centro-oeste,2011-10,Sem informacao,3434,2011-06
Centro-oeste,2011-10,4.0,1,2011-06
Centro-oeste,2011-10,1.0,3,2011-06
Nordeste,2011-10,4.0,1,2011-06
Nordeste,2011-10,Sem informacao,6367,2011-06
Norte,2011-10,Sem informacao,2728,2011-06
Sudeste,2011-10,1.0,9,2011-06
Sul,2011-10,Sem informacao,2144,2011-06
Sudeste,2011-10,Sem informacao,13588,2011-06
Norte,2011-11,1.0,24,2011-06
Nordeste,2011-11,1.0,43,2011-06
Nordeste,2011-11,Sem informacao,7909,2011-06
Norte,2011-11,2.0,1,2011-06
Norte,2011-11,4.0,3,2011-06
Norte,2011-11,Sem informacao,4494,2011-06
Sudeste,2011-11,1.0,7,2011-06
Sudeste,2011-11,3.0,1,2011-06
Sudeste,2011-11,4.0,1,2011-06
Nordeste,2011-11,4.0,2,2011-06
Nordeste,2011-11,2.0,2,2011-06
Centro-oeste,2011-11,Sem informacao,4344,2011-06
Centro-oeste,2011-11,1.0,5,2011-06
Sudeste,2011-11,Sem informacao,14274,2011-06
Centro-oeste,2011-11,4.0,1,2011-06
Sul,2011-11,Sem informacao,3141,2011-06
Sul,2011-11,1.0,1,2011-06
Sul,2011-12,Sem informacao,3731,2011-06
Norte,2011-12,4.0,12,2011-06
Norte,2011-12,1.0,24,2011-06
Norte,2011-12,Sem informacao,6202,2011-06
Sudeste,2011-12,Sem informacao,19609,2011-06
Sudeste,2011-12,4.0,5,2011-06
Nordeste,2011-12,4.0,16,2011-06
Nordeste,2011-12,2.0,2,2011-06
Nordeste,2011-12,1.0,15,2011-06
Sudeste,2011-12,3.0,1,2011-06
Sudeste,2011-12,1.0,25,2011-06
Centro-oeste,2011-12,1.0,22,2011-06
Centro-oeste,2011-12,Sem informacao,5457,2011-06
Nordeste,2011-12,Sem informacao,10744,2011-06
Norte,2012-01,Sem informacao,11255,2012-06
Norte,2012-01,3.0,1,2012-06
Norte,2012-01,4.0,33,2012-06
Sul,2012-01,1.0,1,2012-06
Sul,2012-01,Sem informacao,2257,2012-06
Nordeste,2012-01,4.0,52,2012-06
Norte,2012-01,1.0,35,2012-06
Sudeste,2012-01,Sem informacao,27808,2012-06
Sudeste,2012-01,4.0,39,2012-06
Sudeste,2012-01,2.0,1,2012-06
Sudeste,2012-01,1.0,49,2012-06
Centro-oeste,2012-01,Sem informacao,7662,2012-06
Centro-oeste,2012-01,4.0,7,2012-06
Centro-oeste,2012-01,2.0,3,2012-06
Centro-oeste,2012-01,1.0,36,2012-06
Nordeste,2012-01,1.0,17,2012-06
Nordeste,2012-01,2.0,2,2012-06
Nordeste,2012-01,3.0,1,2012-06
Nordeste,2012-01,Sem informacao,20460,2012-06
Sul,2012-02,Sem informacao,2023,2012-06
Sul,2012-02,4.0,1,2012-06
Sudeste,2012-02,4.0,119,2012-06
Norte,2012-02,2.0,7,2012-06
Norte,2012-02,1.0,52,2012-06
Centro-oeste,2012-02,1.0,32,2012-06
Centro-oeste,2012-02,2.0,1,2012-06
Centro-oeste,2012-02,4.0,27,2012-06
Centro-oeste,2012-02,Sem informacao,9242,2012-06
Sul,2012-02,1.0,5,2012-06
Sudeste,2012-02,3.0,1,2012-06
Sudeste,2012-02,Sem informacao,34440,2012-06
Sudeste,2012-02,1.0,70,2012-06
Norte,2012-02,3.0,1,2012-06
Nordeste,2012-02,1.0,32,2012-06
Nordeste,2012-02,4.0,71,2012-06
Nordeste,2012-02,Sem informacao,27416,2012-06
Sudeste,2012-02,2.0,4,2012-06
Norte,2012-02,Sem informacao,13448,2012-06
Norte,2012-02,4.0,52,2012-06
Centro-oeste,2012-03,Sem informacao,12734,2012-06
Centro-oeste,2012-03,4.0,49,2012-06
Centro-oeste,2012-03,2.0,11,2012-06
Centro-oeste,2012-03,1.0,55,2012-06
Norte,2012-03,Sem informacao,13277,2012-06
Norte,2012-03,4.0,22,2012-06
Norte,2012-03,3.0,1,2012-06
Norte,2012-03,1.0,29,2012-06
Sudeste,2012-03,Sem informacao,64324,2012-06
Nordeste,2012-03,2.0,1,2012-06
Sudeste,2012-03,4.0,249,2012-06
Sudeste,2012-03,2.0,17,2012-06
Sudeste,2012-03,1.0,100,2012-06
Nordeste,2012-03,1.0,61,2012-06
Sul,2012-03,Sem informacao,2995,2012-06
Sul,2012-03,4.0,3,2012-06
Sul,2012-03,1.0,15,2012-06
Nordeste,2012-03,Sem informacao,51420,2012-06
Nordeste,2012-03,3.0,2,2012-06
Nordeste,2012-03,4.0,117,2012-06
Centro-oeste,2012-04,2.0,20,2012-06
Sul,2012-04,Sem informacao,2517,2012-06
Norte,2012-04,Sem informacao,9102,2012-06
Norte,2012-04,4.0,21,2012-06
Norte,2012-04,3.0,1,2012-06
Norte,2012-04,1.0,4,2012-06
Sudeste,2012-04,Sem informacao,90295,2012-06
Sudeste,2012-04,4.0,230,2012-06
Sudeste,2012-04,3.0,1,2012-06
Centro-oeste,2012-04,4.0,39,2012-06
Sudeste,2012-04,1.0,188,2012-06
Nordeste,2012-04,1.0,117,2012-06
Sudeste,2012-04,2.0,21,2012-06
Nordeste,2012-04,4.0,126,2012-06
Sul,2012-04,4.0,4,2012-06
Nordeste,2012-04,2.0,8,2012-06
Sul,2012-04,1.0,31,2012-06
Centro-oeste,2012-04,Sem informacao,13823,2012-06
Sul,2012-04,2.0,1,2012-06
Centro-oeste,2012-04,1.0,42,2012-06
Nordeste,2012-04,Sem informacao,62138,2012-06
Centro-oeste,2012-05,2.0,3,2012-06
Centro-oeste,2012-05,Sem informacao,13380,2012-06
Norte,2012-05,1.0,10,2012-06
Norte,2012-05,2.0,1,2012-06
Norte,2012-05,4.0,28,2012-06
Norte,2012-05,Sem informacao,7303,2012-06
Sul,2012-05,4.0,4,2012-06
Centro-oeste,2012-05,1.0,28,2012-06
Centro-oeste,2012-05,4.0,77,2012-06
Sul,2012-05,Sem informacao,1960,2012-06
Nordeste,2012-05,Sem informacao,75892,2012-06
Nordeste,2012-05,4.0,101,2012-06
Nordeste,2012-05,2.0,5,2012-06
Nordeste,2012-05,1.0,83,2012-06
Sudeste,2012-05,1.0,104,2012-06
Sudeste,2012-05,2.0,16,2012-06
Sudeste,2012-05,3.0,1,2012-06
Sudeste,2012-05,4.0,121,2012-06
Sudeste,2012-05,Sem informacao,89587,2012-06
Sul,2012-05,1.0,15,2012-06
Norte,2012-06,4.0,32,2012-06
Sudeste,2012-06,1.0,46,2012-06
Sudeste,2012-06,2.0,1,2012-06
Sudeste,2012-06,4.0,57,2012-06
Sudeste,2012-06,Sem informacao,41897,2012-06
Norte,2012-06,Sem informacao,4755,2012-06
Norte,2012-06,1.0,1,2012-06
Sul,2012-06,1.0,2,2012-06
Sul,2012-06,4.0,1,2012-06
Sul,2012-06,Sem informacao,1032,2012-06
Centro-oeste,2012-06,Sem informacao,8181,2012-06
Nordeste,2012-06,1.0,31,2012-06
Nordeste,2012-06,2.0,1,2012-06
Nordeste,2012-06,4.0,33,2012-06
Nordeste,2012-06,Sem informacao,33528,2012-06
Centro-oeste,2012-06,4.0,22,2012-06
Centro-oeste,2012-06,2.0,2,2012-06
Centro-oeste,2012-06,1.0,34,2012-06
Sudeste,2012-07,4.0,20,2012-06
Norte,2012-07,1.0,5,2012-06
Nordeste,2012-07,3.0,4,2012-06
Nordeste,2012-07,4.0,27,2012-06
Norte,2012-07,4.0,12,2012-06
Nordeste,2012-07,1.0,26,2012-06
Sudeste,2012-07,Sem informacao,17448,2012-06
Centro-oeste,2012-07,1.0,15,2012-06
Centro-oeste,2012-07,2.0,2,2012-06
Centro-oeste,2012-07,4.0,9,2012-06
Centro-oeste,2012-07,Sem informacao,5251,2012-06
Nordeste,2012-07,Sem informacao,20239,2012-06
Norte,2012-07,Sem informacao,3785,2012-06
Sul,2012-07,Sem informacao,713,2012-06
Sudeste,2012-07,3.0,1,2012-06
Sudeste,2012-07,2.0,1,2012-06
Sudeste,2012-07,1.0,29,2012-06
Sudeste,2012-08,1.0,9,2012-06
Sudeste,2012-08,2.0,1,2012-06
Nordeste,2012-08,4.0,19,2012-06
Sul,2012-08,Sem informacao,610,2012-06
Sul,2012-08,1.0,1,2012-06
Nordeste,2012-08,3.0,1,2012-06
Nordeste,2012-08,1.0,21,2012-06
Nordeste,2012-08,Sem informacao,12904,2012-06
Sudeste,2012-08,4.0,9,2012-06
Sudeste,2012-08,Sem informacao,10714,2012-06
Norte,2012-08,2.0,1,2012-06
Norte,2012-08,3.0,2,2012-06
Norte,2012-08,4.0,7,2012-06
Norte,2012-08,Sem informacao,3690,2012-06
Centro-oeste,2012-08,1.0,8,2012-06
Centro-oeste,2012-08,4.0,7,2012-06
Centro-oeste,2012-08,Sem informacao,3826,2012-06
Norte,2012-08,1.0,3,2012-06
Nordeste,2012-09,1.0,14,2012-06
Nordeste,2012-09,4.0,8,2012-06
Nordeste,2012-09,Sem informacao,6976,2012-06
Sudeste,2012-09,4.0,8,2012-06
Centro-oeste,2012-09,Sem informacao,2721,2012-06
Sudeste,2012-09,1.0,6,2012-06
Centro-oeste,2012-09,4.0,4,2012-06
Sul,2012-09,Sem informacao,598,2012-06
Centro-oeste,2012-09,1.0,10,2012-06
Norte,2012-09,Sem informacao,2639,2012-06
Norte,2012-09,4.0,8,2012-06
Norte,2012-09,1.0,2,2012-06
Sudeste,2012-09,Sem informacao,7776,2012-06
Norte,2012-10,Sem informacao,2986,2012-06
Norte,2012-10,4.0,5,2012-06
Norte,2012-10,1.0,3,2012-06
Centro-oeste,2012-10,1.0,2,2012-06
Centro-oeste,2012-10,2.0,7,2012-06
Centro-oeste,2012-10,4.0,1,2012-06
Centro-oeste,2012-10,Sem informacao,4071,2012-06
Sul,2012-10,Sem informacao,883,2012-06
Nordeste,2012-10,Sem informacao,5199,2012-06
Nordeste,2012-10,1.0,8,2012-06
Sudeste,2012-10,1.0,7,2012-06
Sudeste,2012-10,2.0,2,2012-06
Sudeste,2012-10,4.0,30,2012-06
Sudeste,2012-10,Sem informacao,8928,2012-06
Nordeste,2012-10,4.0,2,2012-06
Nordeste,2012-10,3.0,1,2012-06
Nordeste,2012-11,1.0,3,2012-06
Nordeste,2012-11,3.0,3,2012-06
Nordeste,2012-11,4.0,2,2012-06
Nordeste,2012-11,Sem informacao,4696,2012-06
Sudeste,2012-11,2.0,4,2012-06
Sudeste,2012-11,4.0,36,2012-06
Centro-oeste,2012-11,1.0,15,2012-06
Centro-oeste,2012-11,2.0,9,2012-06
Centro-oeste,2012-11,4.0,6,2012-06
Sudeste,2012-11,Sem informacao,10193,2012-06
Sudeste,2012-11,3.0,1,2012-06
Centro-oeste,2012-11,Sem informacao,6165,2012-06
Sudeste,2012-11,1.0,22,2012-06
Norte,2012-11,2.0,1,2012-06
Sul,2012-11,Sem informacao,1082,2012-06
Sul,2012-11,1.0,1,2012-06
Norte,2012-11,1.0,5,2012-06
Norte,2012-11,4.0,5,2012-06
Norte,2012-11,Sem informacao,4174,2012-06
Nordeste,2012-12,4.0,9,2012-06
Nordeste,2012-12,Sem informacao,4545,2012-06
Sul,2012-12,Sem informacao,2227,2012-06
Sul,2012-12,4.0,3,2012-06
Sul,2012-12,1.0,10,2012-06
Nordeste,2012-12,1.0,8,2012-06
Nordeste,2012-12,2.0,4,2012-06
Centro-oeste,2012-12,Sem informacao,11876,2012-06
Centro-oeste,2012-12,4.0,21,2012-06
Centro-oeste,2012-12,3.0,1,2012-06
Centro-oeste,2012-12,1.0,20,2012-06
Norte,2012-12,4.0,6,2012-06
Norte,2012-12,Sem informacao,5876,2012-06
Sudeste,2012-12,Sem informacao,19657,2012-06
Sudeste,2012-12,4.0,89,2012-06
Sudeste,2012-12,3.0,1,2012-06
Norte,2012-12,1.0,5,2012-06
Sudeste,2012-12,1.0,26,2012-06
Sudeste,2012-12,2.0,5,2012-06
Nordeste,2013-01,1.0,26,2013-06
Sul,2013-01,1.0,41,2013-06
Nordeste,2013-01,4.0,25,2013-06
Nordeste,2013-01,Sem informacao,12985,2013-06
Sul,2013-01,Sem informacao,8427,2013-06
Nordeste,2013-01,3.0,2,2013-06
Centro-oeste,2013-01,1.0,83,2013-06
Norte,2013-01,4.0,11,2013-06
Norte,2013-01,3.0,1,2013-06
Sudeste,2013-01,1.0,274,2013-06
Norte,2013-01,Sem informacao,15545,2013-06
Sudeste,2013-01,2.0,7,2013-06
Sudeste,2013-01,4.0,248,2013-06
Centro-oeste,2013-01,2.0,27,2013-06
Centro-oeste,2013-01,4.0,107,2013-06
Centro-oeste,2013-01,Sem informacao,60628,2013-06
Sudeste,2013-01,Sem informacao,82989,2013-06
Sul,2013-01,4.0,4,2013-06
Norte,2013-01,1.0,17,2013-06
Sudeste,2013-02,1.0,325,2013-06
Sudeste,2013-02,4.0,327,2013-06
Sudeste,2013-02,Sem informacao,160274,2013-06
Norte,2013-02,Sem informacao,18770,2013-06
Sul,2013-02,2.0,6,2013-06
Sul,2013-02,1.0,77,2013-06
Norte,2013-02,4.0,28,2013-06
Norte,2013-02,3.0,3,2013-06
Norte,2013-02,1.0,17,2013-06
Sul,2013-02,4.0,38,2013-06
Sudeste,2013-02,2.0,7,2013-06
Sul,2013-02,Sem informacao,18050,2013-06
Nordeste,2013-02,3.0,3,2013-06
Nordeste,2013-02,1.0,55,2013-06
Nordeste,2013-02,4.0,50,2013-06
Nordeste,2013-02,Sem informacao,23322,2013-06
Centro-oeste,2013-02,Sem informacao,69339,2013-06
Centro-oeste,2013-02,4.0,93,2013-06
Centro-oeste,2013-02,2.0,7,2013-06
Centro-oeste,2013-02,1.0,59,2013-06
Centro-oeste,2013-03,Sem informacao,70653,2013-06
Norte,2013-03,1.0,13,2013-06
Centro-oeste,2013-03,3.0,1,2013-06
Centro-oeste,2013-03,4.0,72,2013-06
Sudeste,2013-03,3.0,2,2013-06
Sudeste,2013-03,2.0,5,2013-06
Sudeste,2013-03,1.0,367,2013-06
Centro-oeste,2013-03,2.0,10,2013-06
Centro-oeste,2013-03,1.0,208,2013-06
Norte,2013-03,Sem informacao,16495,2013-06
Nordeste,2013-03,Sem informacao,36648,2013-06
Nordeste,2013-03,4.0,52,2013-06
Sudeste,2013-03,4.0,350,2013-06
Sudeste,2013-03,Sem informacao,370271,2013-06
Nordeste,2013-03,3.0,1,2013-06
Nordeste,2013-03,1.0,100,2013-06
Sul,2013-03,1.0,94,2013-06
Sul,2013-03,2.0,25,2013-06
Sul,2013-03,4.0,35,2013-06
Sul,2013-03,Sem informacao,32305,2013-06
Norte,2013-03,4.0,34,2013-06
Nordeste,2013-04,2.0,7,2013-06
Norte,2013-04,3.0,1,2013-06
Norte,2013-04,4.0,22,2013-06
Norte,2013-04,Sem informacao,13947,2013-06
Nordeste,2013-04,1.0,84,2013-06
Sul,2013-04,1.0,63,2013-06
Centro-oeste,2013-04,1.0,140,2013-06
Sul,2013-04,4.0,17,2013-06
Sul,2013-04,Sem informacao,30795,2013-06
Sudeste,2013-04,2.0,3,2013-06
Sudeste,2013-04,1.0,409,2013-06
Norte,2013-04,1.0,12,2013-06
Sudeste,2013-04,4.0,202,2013-06
Nordeste,2013-04,Sem informacao,42558,2013-06
Sudeste,2013-04,Sem informacao,394270,2013-06
Nordeste,2013-04,3.0,5,2013-06
Sudeste,2013-04,3.0,3,2013-06
Centro-oeste,2013-04,Sem informacao,56227,2013-06
Centro-oeste,2013-04,4.0,77,2013-06
Centro-oeste,2013-04,3.0,1,2013-06
Centro-oeste,2013-04,2.0,7,2013-06
Nordeste,2013-04,4.0,38,2013-06
Sul,2013-04,2.0,10,2013-06
Sudeste,2013-05,1.0,147,2013-06
Sudeste,2013-05,2.0,1,2013-06
Sudeste,2013-05,3.0,1,2013-06
Sudeste,2013-05,4.0,79,2013-06
Sudeste,2013-05,Sem informacao,143664,2013-06
Norte,2013-05,Sem informacao,7777,2013-06
Sul,2013-05,2.0,8,2013-06
Centro-oeste,2013-05,1.0,48,2013-06
Centro-oeste,2013-05,2.0,1,2013-06
Centro-oeste,2013-05,3.0,1,2013-06
Centro-oeste,2013-05,4.0,65,2013-06
Centro-oeste,2013-05,Sem informacao,31669,2013-06
Nordeste,2013-05,4.0,18,2013-06
Nordeste,2013-05,Sem informacao,33827,2013-06
Sul,2013-05,1.0,47,2013-06
Nordeste,2013-05,1.0,49,2013-06
Nordeste,2013-05,3.0,1,2013-06
